order_id,order_date,seller_days,carrier_days,order_value,bottleneck,risk_level,delivery_status,recommended_action,priority
fa666f44d0e5c50dad23a1bc4a8c2a50,2017-09-19,3,17,388.53999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
57a8a1ca9bc2b0e04db9384fa04d23e9,2017-09-28,4,16,388.44,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
4989085cad96697e77c016d0e856b166,2018-04-16,3,23,388.38,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
f907eb5eddb04b68f52bbba38b075e8d,2017-11-22,1,16,388.25,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
a761862f0091efb27d04d58ad23de019,2017-11-18,6,33,387.83,Both,Critical,Late,Priority operations intervention,P3
a0bba9f8b36a29b7ee6af6df702b309d,2017-04-05,2,54,387.8,Carrier,Critical,Late,Carrier escalation + ETA review,P3
60058e743955ad0595c97a485d1737f8,2018-05-31,1,27,387.7,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
1ec0c008e2f52adf3af40327df25cea8,2018-01-30,2,15,387.67,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
cf29caf0e02f08eb80d5d8bbc31565ca,2017-12-11,9,20,387.66999999999996,Both,Critical,On Time,Priority operations intervention,P3
b8d83281a0c89e3157c9cd7c37ff7273,2017-08-25,3,39,387.66999999999996,Carrier,Critical,Late,Carrier escalation + ETA review,P3
d6fe866c25e509c883dbd97e14075a9d,2017-07-16,2,17,387.66999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
e4774d4c3b28de27487f1caa9de5a6f5,2017-01-20,11,10,387.64,Both,Critical,On Time,Priority operations intervention,P3
e51b03b501b229c0921929d10f0a36bb,2018-04-14,16,3,387.37,Seller,Critical,On Time,Seller follow-up,P3
94d2de9ad08d15bd3e714a984bd09bcb,2018-03-09,3,39,387.27,Carrier,Critical,Late,Carrier escalation + ETA review,P3
9819219d69f9de4d4bb3180daf2edda5,2017-12-07,5,18,387.23999999999995,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
cf1f2bf558188a7db5faf52865b4e210,2018-02-25,3,16,387.14,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
0c2c52fb29b2957f1e4a1e055bcfb5f5,2018-01-10,12,3,387.0,Seller,Critical,On Time,Seller follow-up,P3
fbdefc6748a086900f96b1713c6bb1ea,2018-02-11,4,32,387.0,Carrier,Critical,Late,Carrier escalation + ETA review,P3
8572811ca6f313e1da609f4728ff2612,2018-06-07,26,1,386.98,Seller,Critical,On Time,Seller follow-up,P3
15f51fa174f4b9b412e245aa5d723db8,2017-11-23,4,17,386.95,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
cd3f264de33e6d5f97fc058f8fec3958,2017-04-17,2,15,386.9,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
61e65f86ab3c3c64379719d4353f13fb,2017-10-06,4,17,386.88,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
d572a6599cdf43e5635e73d8b71efc65,2017-12-17,2,29,386.79,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
680d7235e89a19239f2562d940e7c86d,2017-10-10,1,23,386.79,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
5f5e8b484bf04fd34dc39753519239ff,2017-09-17,1,26,386.76,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
19c4ca2f9ed38cdc930ad4d520efa2bb,2017-04-28,17,3,386.65999999999997,Seller,Critical,On Time,Seller follow-up,P3
8428cdf79e64b95486e06ad5d0573e22,2018-03-13,1,29,386.46,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
09d048d5bfb9dd1a82f696ce9863e9b0,2018-05-22,2,18,386.34000000000003,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
641fb0752bf5b5940c376b3a8bb9dc52,2017-12-15,4,15,386.33,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
260e68c397224107df7f6156ee6397b9,2018-02-05,2,23,385.86,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
6e82dcfb5eada6283dba34f164e636f5,2017-05-17,2,181,385.8,Carrier,Critical,Late,Carrier escalation + ETA review,P3
d34b43bca6cc1cb6d49c06d6090770eb,2018-05-16,1,22,385.74,Carrier,Critical,Late,Carrier escalation + ETA review,P3
8b72430bb2678c2def7327ce1217b2b4,2018-03-30,3,15,385.68,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
435776d6cb482a197e1300c0d7ec2312,2017-03-25,3,21,385.61,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
0ec9178c102513dbaf788344446a3305,2018-05-02,6,37,385.41,Both,Critical,Late,Priority operations intervention,P3
16d479a0c1dc7afd13f40f670ff94787,2018-01-24,37,11,384.93,Both,Critical,On Time,Priority operations intervention,P3
d1ac79e195d42ffecfe5abe8428c6535,2017-11-27,9,17,384.27,Both,Critical,Late,Priority operations intervention,P3
cf69c61e309f7c7163a98e963e17c4cd,2018-03-10,2,22,384.27,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
60a30f7ea15c14582856b8ae771be976,2018-06-15,3,53,384.23,Carrier,Critical,Late,Carrier escalation + ETA review,P3
b2c2d4d3b4f7a9fa42e60649bd8a9855,2017-04-17,8,23,384.04,Both,Critical,On Time,Priority operations intervention,P3
5005f0fff3706e3297c1015ed5e41d18,2017-11-23,1,52,383.89,Carrier,Critical,Late,Carrier escalation + ETA review,P3
d849519c380fc7427ba88fc312ade389,2018-02-10,6,32,383.5,Both,Critical,On Time,Priority operations intervention,P3
4bf082888a1de1a60eaa2949a30adf78,2017-12-20,1,18,383.29999999999995,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
eb31fdfb332cea92e0b75fbe92b0a1cd,2017-11-26,1,15,383.08,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
46d2d651f006b9b9440d1aa37d89c894,2018-07-23,3,21,383.03,Carrier,Critical,Late,Carrier escalation + ETA review,P3
248420359d879dd7752d4333a3d7472b,2018-07-12,1,17,383.03,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
29ce31378acbd5bc48a0518e3770eb8c,2017-04-10,1,38,382.88,Carrier,Critical,Late,Carrier escalation + ETA review,P3
ee7ea70b0b47cb7cd9db025c348510ad,2017-09-14,4,25,382.3,Carrier,Critical,Late,Carrier escalation + ETA review,P3
be72913e7cd72283b3a40dea048c3689,2018-05-21,22,9,382.28,Both,Critical,On Time,Priority operations intervention,P3
08cef746691fa27e23fe2c32a02c0e21,2018-02-26,7,32,381.88,Both,Critical,Late,Priority operations intervention,P3
db2745f7e368d3ea3c5423712084795b,2017-12-13,5,18,381.88,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
5667755369e8d8198dc1ecabb443abf0,2017-10-20,4,27,381.88,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
e4d1be2964413777e6122970a3c1f675,2018-03-16,8,20,381.85999999999996,Both,Critical,Late,Priority operations intervention,P3
ae85b9887d49eb8e4e35cea1435a52d8,2018-03-18,6,52,381.85999999999996,Both,Critical,Late,Priority operations intervention,P3
209b30577b4c8a3f622822461ede363e,2018-04-04,2,28,381.85999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
27d90e6110e8c6168bf04f4efc4b936e,2018-01-22,1,36,381.76,Carrier,Critical,Late,Carrier escalation + ETA review,P3
9ed2c225dae392f79f0842d160072572,2018-05-21,2,16,381.57,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
c27a26005da9b758c804674cc9aa2da1,2017-02-27,3,33,381.51,Carrier,Critical,Late,Carrier escalation + ETA review,P3
bde4e7e3544abf70e995f2cb0f5fc992,2017-05-02,1,15,381.51,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
fd607d0a02cb276bc764a15f80f0423f,2018-07-26,12,9,381.47999999999996,Both,Critical,Late,Priority operations intervention,P3
69eb180c9de9dcddefe8a3e8a7ce8016,2018-05-25,12,9,381.28,Both,Critical,On Time,Priority operations intervention,P3
848ab881c02107858764faed825d804b,2018-03-20,3,27,381.22,Carrier,Critical,Late,Carrier escalation + ETA review,P3
cd55a3824ef5413fb6fedc755c75fe39,2018-02-25,1,17,380.8,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
9318f6ca4d567918c67845ec20774303,2018-02-27,6,36,380.75,Both,Critical,Late,Priority operations intervention,P3
30647325eed2f0ac046e27a3cb6b76fc,2017-02-16,1,21,380.75,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
f03ccc35dd341e035efa0ca47c83cf10,2018-02-14,19,18,380.74,Both,Critical,Late,Priority operations intervention,P3
4572e35be0f6c21676fce75fcc79162d,2017-06-22,1,17,380.67999999999995,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
3b762d0fc1d3436171716bc6c3ae8497,2018-03-07,1,25,380.4,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
f6cf8d4fd766fb0bd2d664fbbc94e9b7,2018-03-24,2,22,380.29999999999995,Carrier,Critical,Late,Carrier escalation + ETA review,P3
89ddf23f8fe73ace16b54d219a527277,2018-01-24,6,35,380.12,Both,Critical,Late,Priority operations intervention,P3
9e22b00fd1b9f036577e8c517ea0a5d4,2017-12-01,3,30,380.08,Carrier,Critical,Late,Carrier escalation + ETA review,P3
0fc0482d016611a60b65ca297e61fb1f,2018-05-02,6,28,379.97,Both,Critical,Late,Priority operations intervention,P3
3dc3012f8b35d3e48e9a5537d549986f,2017-04-19,1,20,379.71,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
6ae8d599fd407bfba5bce00a72c32544,2017-07-22,4,30,379.2,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
5c4f206f887c5afc6acb306477d65807,2017-05-15,3,18,379.2,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
064c48df7cb281b1f0f0cfcaa2a69662,2017-05-24,2,18,379.2,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
0301ec492e902f2630234df285fa2a1b,2017-08-30,1,26,379.2,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
00d9ac423c9ad6781c0ed04e87666691,2017-10-03,0,21,379.2,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
1a3232d9cd3dd8dee9115e3c9a4668d1,2017-12-03,17,19,379.08,Both,Critical,On Time,Priority operations intervention,P3
a4ca2ef2db84bd36005b60249c9600d7,2018-07-14,19,6,378.96,Seller,Critical,Late,Seller follow-up,P3
91a31ae0b2ceeff70549db4b68d0a11e,2017-06-08,4,28,378.89,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
f0a82a328fd64b2796242bbfddb7e1d4,2017-10-06,4,20,378.83,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
61ed1876bd482d2c77e3b085ce949c69,2017-02-18,4,22,378.60999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
0cd93455c51655ebb590c07a06d584a1,2017-03-13,3,18,378.60999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
75c838929fc9fdc534736298de895cf0,2018-03-20,7,16,378.39,Both,Critical,On Time,Priority operations intervention,P3
24f42a25ef8ead286299cf281c802b16,2017-12-02,9,23,378.24,Both,Critical,Late,Priority operations intervention,P3
2c19f031e843a243a60bdff55edc668e,2018-03-22,12,6,378.06,Seller,Critical,Late,Seller follow-up,P3
bde485bef13be8b3bd38071e027e954f,2017-05-10,5,16,377.98,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
f599acb00d4cb6e90d83d34a56c71ded,2017-12-14,5,19,377.63,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
7222c3a8696a84d8f538ee8db5832c67,2017-11-12,2,16,377.63,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
7d513824c667a2e85bbf10cb740bf289,2018-03-29,18,7,377.56,Seller,Critical,On Time,Seller follow-up,P3
b001bdcc006e151f53abb083acb3943f,2018-06-04,8,31,377.32,Both,Critical,On Time,Priority operations intervention,P3
f8f4eed82047735135a9978523d4d202,2018-01-15,22,17,377.27,Both,Critical,On Time,Priority operations intervention,P3
2c61d0e37fba7aea7d8b7f27091be232,2017-08-08,1,24,377.09,Carrier,Critical,Late,Carrier escalation + ETA review,P3
c54c9b37bca70bd82214fd3ca5a6ccff,2018-03-16,3,15,377.06,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
d677832afa9db3b30b1ae12129ef4018,2018-03-02,4,28,377.0,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
2180c97a87cb56e53fff589f28985825,2018-01-20,10,30,376.96999999999997,Both,Critical,Late,Priority operations intervention,P3
db0f06a2eb744ec1600b4c90f1df5ded,2017-06-05,3,19,376.92,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
cbd72908cd519d4501d42b94604a313a,2018-03-25,3,20,376.87,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
479ca7b6834ffb05666e813c9c0dddf8,2018-05-21,11,14,376.69000000000005,Both,Critical,Late,Priority operations intervention,P3
1429d024a5b24651ee03fd7216d95247,2018-05-20,2,30,376.4,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
01d0cbd002be92b5a970cb8f233349c2,2017-07-21,4,17,376.28999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
38698281c9650e6b132e6fb7ae520c83,2018-02-05,4,20,376.26,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
3cee24433e03d9b70b40bb36fb37cc52,2017-11-25,4,18,376.19,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
ae0ba7f86594601c3dc2744295f47778,2017-05-08,11,13,376.17,Both,Critical,On Time,Priority operations intervention,P3
ecb4d57a1f4dabdb34dcc3ddba82bc51,2017-04-28,5,42,376.04,Carrier,Critical,Late,Carrier escalation + ETA review,P3
c40ef1f09f4ba772a63865df0274f6b8,2017-03-08,2,28,375.82,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
53035288acc866ee15423b4293722b46,2018-01-19,0,20,375.74,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
e23c047042de8af99ddee111258c121a,2018-03-10,2,15,375.40999999999997,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
131bcb82ecd96d251fa7eb8bb1f1baca,2017-09-14,4,19,375.25,Carrier,Critical,Late,Carrier escalation + ETA review,P3
cc7b510ece4b6212269c87aae1a60658,2018-01-11,1,33,374.73,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
1484421169dee9ceefa1d3584a49d529,2017-12-14,6,16,374.71999999999997,Both,Critical,On Time,Priority operations intervention,P3
d04051e8bfce56a92e0834faa72d7a7a,2017-12-06,5,16,374.68,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
cd2e2ff68721cedbf8b5887479475a81,2017-07-10,2,20,374.58,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
20205e58b36d43ecc44120a373616f06,2018-03-10,2,25,374.37,Carrier,Critical,Late,Carrier escalation + ETA review,P3
8c12ae12162b757faa950f28fd235ad8,2017-06-11,1,15,374.25,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
6eb3911724b9c8dff28062f417a5db4c,2017-08-02,0,19,374.15,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
aebdb2fcb57815c39468a17e0baacbef,2017-08-04,4,20,374.03000000000003,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
dd80556200c2f712cc6d048888451267,2018-03-27,14,7,373.98,Seller,Critical,On Time,Seller follow-up,P3
f91346a89554e0c864ce1007a89eaad9,2017-11-24,3,15,373.97999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
1162cd6cea2c1d4d79492aef88f50618,2018-02-09,5,21,373.88,Carrier,Critical,Late,Carrier escalation + ETA review,P3
e9613fa6e02ff8ae45f37ca30b0468a1,2017-12-20,0,19,373.82,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
ef3f0f39681fd089fef832371fe8ef35,2017-09-20,2,26,373.73,Carrier,Critical,Late,Carrier escalation + ETA review,P3
f7e13134cbda2f29f8690ed0dcb2e480,2017-03-27,2,31,373.55,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
e910cff0c2911f3ca876a47602557c45,2018-03-18,4,26,373.5,Carrier,Critical,Late,Carrier escalation + ETA review,P3
15044169648e6a6e9b1ffe21405b6391,2017-11-29,27,2,373.3,Seller,Critical,Late,Seller follow-up,P3
b885d5e857bb433aa2d6c530a08e5e44,2018-03-22,2,18,373.16999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
7ef3958692b5c3531cadd912471860ca,2018-05-20,1,18,373.15,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
24016340d5156f96d37500c78a7fe591,2017-08-17,12,2,373.11,Seller,Critical,Late,Seller follow-up,P3
ffd543c2b60842e148a86870dc60e212,2018-01-04,11,2,373.11,Seller,Critical,On Time,Seller follow-up,P3
7267e79548a97a01f870d9554ecbf645,2017-11-28,3,17,372.86,Carrier,Critical,Late,Carrier escalation + ETA review,P3
3dee10a1bffcabb51920d1aa6f2779a8,2017-11-22,1,25,372.8,Carrier,Critical,Late,Carrier escalation + ETA review,P3
10bc94fc052750e8053c44b8a0cdab8d,2017-12-11,0,15,372.75,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
7ef259be178f9f06c72a57add85b71cd,2018-06-06,23,13,372.66999999999996,Both,Critical,On Time,Priority operations intervention,P3
cd74cd8f3a1445a29e098dcac4cc8d11,2018-07-19,19,3,372.52,Seller,Critical,On Time,Seller follow-up,P3
e65f6f6787bdbad616a93b96dbadf65c,2018-03-30,6,15,372.52,Both,Critical,On Time,Priority operations intervention,P3
08659a24c131a7a894f45544a4ab4751,2018-02-16,4,20,372.26,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
2c7051c176c93c8ebbf5f8a23dc16e9a,2017-07-04,2,21,372.16,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
402571417385ea134265f371272b0cce,2017-07-25,1,20,372.16,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
665d84d48d4c7c497117465e6f02f92f,2018-07-10,16,18,372.15999999999997,Both,Critical,Late,Priority operations intervention,P3
98ecfc5c563ee4f1718c29d586a317b7,2018-04-14,3,17,372.14,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
c09dc7da8af0513857f422dcf06a46ae,2018-05-06,10,19,372.06,Both,Critical,On Time,Priority operations intervention,P3
44899a0a37e97bd716c345a12ad20bbe,2017-12-14,4,18,371.7,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
6e3a1f3ec46461756c3f620e267aa1b8,2017-11-21,3,103,371.53999999999996,Carrier,Critical,Late,Carrier escalation + ETA review,P3
96441f25ae3571bffdceb39da1ae7f00,2018-03-05,3,15,371.53999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
17b64a39e956f1ff14d42a2f76a37305,2018-01-19,4,16,371.19,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
cde78bb3c83fdc0c9a35e87b8d559cc4,2018-04-01,3,29,371.14,Carrier,Critical,Late,Carrier escalation + ETA review,P3
3174b803120ff7406c6d04c542a80bfb,2018-02-19,1,15,370.79999999999995,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
693483bbe730cba719d4380f9bcb338a,2018-02-01,13,9,370.59,Both,Critical,On Time,Priority operations intervention,P3
d064d4d070d914984df25775004fce96,2018-05-08,3,26,370.55,Carrier,Critical,Late,Carrier escalation + ETA review,P3
5e70bcf826ffb41fbf68e94ba929635e,2017-05-06,13,35,370.49,Both,Critical,Late,Priority operations intervention,P3
f12bf4f34d233f05db28768e5b10d9f9,2017-12-19,17,11,370.34999999999997,Both,Critical,Late,Priority operations intervention,P3
1fb19f4cd7486d32cfc488577cc28235,2017-02-02,1,26,370.28999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
32bcd8b7a5501464ffa9586eb4794f53,2017-10-19,12,28,370.23,Both,Critical,Late,Priority operations intervention,P3
ab98ae53ea3aa5c0c205452e32cc099b,2017-07-03,2,16,370.04999999999995,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
ca51acb0ea778cd548d56dadc66f014f,2017-07-12,7,20,369.98,Both,Critical,On Time,Priority operations intervention,P3
1ae00ef09991832a6fa6c8203c186b3a,2017-11-21,1,17,369.96,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
4d6f99dd1c15b51cdaf72f7b14223d26,2018-03-05,7,28,369.91999999999996,Both,Critical,On Time,Priority operations intervention,P3
c35fad70e651ed7c175cc85284d88d65,2018-03-09,18,1,369.84,Seller,Critical,On Time,Seller follow-up,P3
c421fd33bf5d9c343f13b2d31e19bf5c,2018-05-26,3,17,369.79,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
efc734aa0895a5973f3e783a742f1119,2017-01-26,1,17,369.78,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
2c4b5d8af3d0c95e934891481c0a87fb,2018-01-16,1,34,369.76,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
6639717557f610a34aec7003122f7c33,2017-05-29,15,9,369.59999999999997,Both,Critical,On Time,Priority operations intervention,P3
c70cb30c4935057ce1fe28f7f1226507,2018-01-04,0,18,369.59999999999997,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
9e8994e6f853899f834bc1d3c25b1939,2018-04-03,1,21,369.21999999999997,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
6bc89d34dacd57b50c7d5c2e0ba6a41f,2017-04-13,12,9,369.19,Both,Critical,On Time,Priority operations intervention,P3
7aa518be998a5e4ae20ebc594ddc96e0,2017-09-23,3,25,368.91999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
0332002e367c17e6c4111ae2dd8a6aaf,2018-03-08,11,7,368.87,Seller,Critical,On Time,Seller follow-up,P3
6a572211b95b6cd2453951ff6aca653b,2017-11-14,2,16,368.82,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
5f4ba3601a746f874fe9d0fbea564155,2018-03-16,5,21,368.72,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
3ecb32442c4d437bedbe97a717ae5c0c,2018-01-15,1,20,368.57,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
35e80bf3e6241ac7d357c90ca82a3af9,2018-01-09,2,29,368.45,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
d710dadcf1f25993f76835a786761250,2018-05-16,2,20,368.28999999999996,Carrier,Critical,Late,Carrier escalation + ETA review,P3
a206b5b5949384fc699e072ced43192d,2017-12-06,1,34,368.12,Carrier,Critical,Late,Carrier escalation + ETA review,P3
aae8472758df40ecf63fa417bfbe1329,2017-12-16,11,2,368.10999999999996,Seller,Critical,On Time,Seller follow-up,P3
4f709a231b1d99a9e12f4f86f458dbcb,2018-01-12,5,16,368.10999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
a86fc4e81f6a746ed3fe4495a242e3e4,2017-12-25,3,25,367.78999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
039d7fb9ace69aed37b1baf88ff01cb0,2018-03-23,1,15,367.57,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
b8cd3107b41b1232ec5ccc2958000acf,2017-08-03,1,21,367.56,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
aa73e81062a62cb7834b770ff58ff6b8,2018-05-12,3,20,367.53,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
aa728e83b25c036cf32893a200faf390,2017-05-12,3,35,367.24,Carrier,Critical,Late,Carrier escalation + ETA review,P3
adf0466a37381e1ad2d2e717a23f28db,2017-12-11,1,28,367.22,Carrier,Critical,Late,Carrier escalation + ETA review,P3
0e6998991870142c2ed25d6173ea587d,2017-11-23,8,15,367.2,Both,Critical,Late,Priority operations intervention,P3
eea6beb3e8f3a7eafaf03ea844ae6021,2018-06-13,5,52,367.2,Carrier,Critical,Late,Carrier escalation + ETA review,P3
95c9b6a458336c5de68ca8d1ba553078,2018-02-18,2,27,367.2,Carrier,Critical,Late,Carrier escalation + ETA review,P3
7acfd4aa33c1b78983341a96a53e1bde,2017-09-19,2,19,367.2,Carrier,Critical,Late,Carrier escalation + ETA review,P3
9c52d66642ca34c532ad03fe4295bfe7,2017-06-19,14,8,367.19,Both,Critical,On Time,Priority operations intervention,P3
fd97401041e22864ebc2b6b2388d5a8e,2018-02-23,4,18,366.69,Carrier,Critical,Late,Carrier escalation + ETA review,P3
4f1eeea688bd0014cf7f81a1f23bb8c4,2018-01-29,1,58,366.65,Carrier,Critical,Late,Carrier escalation + ETA review,P3
c9b01bef18eb84888f0fd071b8413b38,2017-06-07,1,25,366.59999999999997,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
7db05b1e41f396b5134f680433a76b70,2018-02-24,2,21,366.47,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
fb75871974a19244a87fcafde416f747,2018-04-02,1,29,366.27,Carrier,Critical,Late,Carrier escalation + ETA review,P3
6f748695717d537b882406da58acefec,2017-01-12,1,32,366.26,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
b7c509157b933de261d2bb20abe06829,2017-07-07,11,6,366.19,Seller,Critical,On Time,Seller follow-up,P3
514ed457190c903720b7fd33660c486d,2018-02-20,1,40,366.19,Carrier,Critical,Late,Carrier escalation + ETA review,P3
47e61b8ad8a1bb1dff9371cebc4c0637,2018-02-14,1,32,366.19,Carrier,Critical,Late,Carrier escalation + ETA review,P3
5dc6b1dfab4fc8303ea318faec36a73e,2018-02-15,1,26,366.19,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
904bb8d83ce0a924807b5d34e698a439,2018-02-08,11,3,366.08,Seller,Critical,On Time,Seller follow-up,P3
da2473475b308a32775353337f5c3c6d,2017-12-04,4,33,365.99,Carrier,Critical,Late,Carrier escalation + ETA review,P3
d6d47a77da8f82d0d6d55be296afce73,2017-03-26,2,35,365.98,Carrier,Critical,Late,Carrier escalation + ETA review,P3
82e070eba489c61a48344dcd12ecaada,2017-11-23,4,15,365.78000000000003,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
1ad9cd62e34f5b8ebdeb700282f0168c,2017-04-14,4,20,365.61,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
0d711a2c41f1b93655be1666ddcae684,2018-04-24,1,20,365.42999999999995,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
46e9d7656b730f837d195fbd5c2e8124,2017-09-20,2,18,365.41999999999996,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
ba70922d044f56d4b4cce2010e3f4cd6,2017-06-02,18,6,365.37,Seller,Critical,On Time,Seller follow-up,P3
c74e4862507efb811471cd922e6f3529,2017-06-23,3,15,365.32,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
52993856cd387ab5a4dd553e66dbdc6c,2017-12-01,4,44,364.99,Carrier,Critical,Late,Carrier escalation + ETA review,P3
53ae2131bd6826cb604888a0f7574146,2017-12-16,2,16,364.99,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
15d2e898a322b9bbbe9ffff92db68af2,2017-12-05,1,20,364.99,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
af85e6e8c9f67f653b51429df7839001,2018-03-06,6,37,364.91,Both,Critical,Late,Priority operations intervention,P3
992cbe3e064cd39f9ccde60a29ffcd3c,2018-01-16,2,39,364.88,Carrier,Critical,Late,Carrier escalation + ETA review,P3
1dc91db5eff6504549002a149b7a031e,2017-09-08,19,7,364.64,Seller,Critical,On Time,Seller follow-up,P3
9cca241ed87f1ae14fc65df5c12397a8,2017-10-29,1,17,364.64,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
ed91235fc08276eed0470b26a6dbd4a3,2018-03-09,4,16,363.96,Carrier,Critical,On Time,Carrier escalation + ETA review,P3
f5d76afa9187f43bf70b16cea5c97c1a,2018-03-13,2,48,363.96,Carrier,Critical,Late,Carrier escalation + ETA review,P3
